Y1,Y2
1.2925000000000022,1.4661999999999988
1.364300000000002,2.6896999999999984
1.3430000000000026,2.6841000000000026
1.3212999999999968,2.1206000000000023
1.3213999999999968,2.1207000000000025
1.3209999999999968,2.410699999999997
1.3207999999999966,2.4105999999999974
1.3145000000000004,1.5470000000000004
1.3200999999999972,1.6029999999999998
1.3211999999999968,1.760399999999999
1.3196999999999965,1.6077000000000012
1.319999999999997,1.6094000000000022
1.3207999999999966,1.760099999999999
1.3204999999999967,1.7538999999999998
1.3212999999999968,2.1141000000000036
1.3256999999999977,2.4102999999999972
1.3406000000000027,2.6819000000000033
1.3313000000000001,1.5022
1.405199999999998,2.7193000000000014
1.3914999999999993,2.7136
1.3576000000000001,2.150700000000002
1.3573000000000002,2.1544999999999996
1.3696000000000015,2.448799999999996
1.3698000000000012,2.4489999999999963
1.3476999999999988,1.5778000000000014
1.3587,1.6386999999999978
1.369200000000002,1.798900000000002
1.3598000000000001,1.6404999999999976
1.3608000000000005,1.6419999999999977
1.3682000000000016,1.7979000000000018
1.3679000000000017,1.7924000000000007
1.3578000000000003,2.1488000000000027
1.3751999999999995,2.443699999999997
1.3896999999999995,2.7112
1.3818999999999995,1.5439999999999998
1.4483000000000001,2.7511
1.443099999999999,2.746100000000002
1.406699999999999,2.1885999999999988
1.402800000000001,2.1889999999999987
1.4205,2.470999999999999
1.4204,2.470799999999999
1.3904000000000005,1.6197000000000006
1.3995000000000022,1.6717000000000002
1.4103999999999977,1.839100000000002
1.3998000000000024,1.678000000000003
1.3998000000000024,1.6792000000000034
1.410199999999998,1.8382000000000025
1.410599999999998,1.8329000000000029
1.408199999999998,2.181500000000003
1.4202000000000001,2.470299999999999
1.4415999999999989,2.7429000000000032
1.4228000000000005,1.5781999999999985
1.4756999999999993,2.768300000000001
1.4708999999999994,2.760599999999999
1.4574999999999991,2.2216999999999985
1.4524999999999997,2.2261999999999977
1.468099999999999,2.4989999999999997
1.468099999999999,2.4987999999999992
1.4319000000000017,1.653600000000001
1.4400999999999988,1.699599999999999
1.4394999999999987,1.874899999999999
1.4400999999999988,1.699599999999999
1.4402999999999988,1.6998999999999989
1.4396999999999986,1.870400000000001
1.4391999999999987,1.861900000000003
1.4586999999999986,2.219499999999999
1.468199999999999,2.4987
1.469799999999999,2.753399999999999
1.460499999999999,1.6109000000000018
1.537800000000001,2.800500000000003
1.5312000000000012,2.793
1.4898999999999996,2.2507
1.4897999999999993,2.2508
1.4997999999999998,2.5296000000000007
1.4997999999999998,2.5299000000000005
1.4679999999999997,1.692799999999999
1.4701999999999993,1.7283999999999988
1.4906999999999997,1.9268000000000023
1.4710999999999992,1.7304999999999986
1.4714999999999991,1.7316999999999987
1.4907999999999995,1.9199999999999975
1.4906999999999997,1.9140999999999975
1.4895999999999996,2.25
1.4997999999999998,2.523100000000003
1.530000000000001,2.785099999999998
1.5001,1.641699999999999
1.5900000000000025,2.8264000000000022
1.5900000000000025,2.8139000000000003
1.530000000000001,2.2827000000000006
1.530000000000001,2.2878999999999987
1.5600000000000016,2.560800000000001
1.5600000000000016,2.5612000000000013
1.5102000000000004,1.7325999999999986
1.5101000000000002,1.758299999999999
1.5198000000000005,1.9576999999999996
1.5098000000000005,1.7597999999999994
1.5100000000000007,1.7597999999999994
1.5196000000000007,1.9508999999999983
1.5203000000000007,1.935500000000002
1.5301000000000011,2.280900000000001
1.5600000000000016,2.5613000000000006
1.5900000000000025,2.8106000000000018
1.5406000000000006,1.6780000000000035
1.6498000000000028,2.8572000000000073
1.649900000000003,2.8446999999999996
1.5918000000000019,2.3337000000000043
1.591600000000002,2.3381000000000034
1.6200000000000023,2.5907000000000022
1.6200000000000023,2.590800000000003
1.5491000000000001,1.7644
1.547100000000001,1.7974000000000014
1.5605000000000016,2.0084999999999975
1.5420000000000005,1.7992000000000017
1.5409000000000013,1.7933000000000001
1.5604000000000016,2.0006999999999997
1.5606000000000015,1.9844999999999984
1.597999999999998,2.330400000000005
1.6200000000000023,2.5906000000000025
1.650000000000003,2.8406000000000007
1.5799000000000012,1.7197999999999993
1.7000999999999988,2.887599999999994
1.6998999999999989,2.882199999999996
1.650000000000003,2.3696000000000033
1.650000000000003,2.3708000000000022
1.6792000000000036,2.622600000000001
1.6792000000000036,2.626499999999999
1.583900000000001,1.7941999999999996
1.5798000000000014,1.8382000000000027
1.6200000000000023,2.0576000000000008
1.5796000000000012,1.8387000000000029
1.5800000000000014,1.8334000000000024
1.6200000000000023,2.0511000000000026
